MSSV,Tin học,Nhập môn Công nghệ thông tin,Pháp luật,Giáo dục quốc phòng,Kỹ năng học tập,Giáo dục thể chất - Vovinam,Tiếng Anh 1.1,Tiếng Anh 1.2,Tiếng Anh 2.1,Tiếng Anh 2.2,Nhập môn lập trình,Xây dựng trang Web,Cơ sở dữ liệu,Lập trình PHP cơ bản,Lập trình cơ sở với JavaScript,Chính trị,Thiết kế Web với HTML5 & CSS3,Dự án mẫu (TKTW),Lập trình PHP 1,Thiết kế UI/UX,Kỹ năng phát triển bản thân,Lập trình Javascript nâng cao,Quản trị website,Lập trình ECMAScript,Dự án 1 (TKTW),Marketing trên Internet,NodeJS & Restful Web Service,Lập trình TypeScript,Lập trình Front-End Framework 1,Lập trình Front-End Framework 2,Khởi sự doanh nghiệp,Kỹ năng làm việc,Thực tập tốt nghiệp (TKTW),Dự án tốt nghiệp,,attendance_rate,assignment_avg,quiz_avg,late_submission,missed_deadlines
PS45448,1.0,8.8,8.2,5.0,8.5,6.4,*,*,*,7.1,7.4,6.9,6.6,6.9,7.6,8.8,9.0,7.0,6.3,8.3,2.8,7.1,5.8,6.3,6.8,7.9,8.9,8.2,8.1,7.3,7.7,8.0,,,,0.75,6.9,7.2,2,1
PS45459,8.5,7.2,7.3,5.3,8.1,6.4,5.1,5.1,6.5,5.3,7.1,6.8,6.5,6.6,6.3,7.3,6.0,7.7,5.3,5.9,6.4,6.2,5.1,5.5,6.6,7.5,6.9,7.2,7.8,5.8,6.0,5.9,,,,0.80,5.1,7.4,3,1
PS45460,8.8,7.1,6.7,6.7,7.7,7.5,5.5,6.1,6.1,,7.6,6.4,6.3,6.2,6.5,7.5,7.5,7.0,5.1,5.6,2.3,5.0,5.0,5.7,5.7,5.8,7.4,6.0,7.1,5.2,,5.8,,,,0.61,6.6,4.2,3,1
PS45485,9.5,6.1,,7.0,7.1,7.4,2.9,,,,2.2,5.9,6.2,2.2,6.6,,8.0,0.6,,,1.1,5.2,5.3,4.3,,,,,,,,0.2,,,,0.46,3.4,2.4,6,2
PS45491,1.0,9.0,8.7,8.3,7.4,,*,*,*,8.0,8.7,8.1,9.8,8.4,7.2,9.5,8.0,7.3,5.5,5.9,7.5,8.4,8.7,6.9,7.4,5.6,,,,,,,,,,0.65,5.8,5.5,1,0
PS45493,9.0,9.1,8.7,8.5,8.2,8.5,*,*,6.1,5.8,7.4,7.3,7.0,8.8,8.6,9.3,7.5,1.0,7.7,8.4,7.9,9.0,9.1,8.2,7.8,8.1,9.0,6.8,8.7,8.7,7.8,8.5,,,,0.80,7.1,5.1,1,1
PS45569,8.0,8.6,5.3,5.3,8.3,7.6,5.5,,,,8.2,6.6,6.5,6.6,6.9,6.8,7.7,7.0,5.4,5.2,5.5,5.7,5.1,5.4,6.5,7.2,6.9,5.5,6.8,6.2,6.4,6.9,,,,0.83,6.5,5.2,1,1
PS45603,1.0,9.3,6.2,6.0,6.5,7.7,6.2,6.2,7.0,6.4,6.9,7.3,6.2,6.5,6.5,7.7,7.7,6.0,5.5,5.9,6.3,6.0,5.8,6.1,6.9,7.8,8.7,7.4,7.8,7.1,6.7,7.8,,,,0.76,5.6,3.5,1,1
PS45605,1.0,8.8,,8.0,8.5,2.5,6.5,1.4,,,8.2,6.4,6.7,6.4,7.0,,0.8,,3.2,,1.0,,,,,,,,,,,,,,,0.73,5.4,7.5,1,0
PS45606,9.1,8.3,9.5,7.2,8.0,7.0,8.1,8.0,7.1,6.9,8.0,8.4,7.2,8.4,6.8,9.7,7.2,6.0,5.6,7.1,7.3,6.6,7.8,5.9,6.1,6.1,1.7,6.4,6.6,5.1,3.8,2.2,,,,0.69,7.5,5.6,2,1
PS45647,9.0,8.7,8.8,8.2,7.9,8.5,*,*,6.9,7.1,8.2,8.7,7.7,7.6,7.0,1.0,7.8,8.0,6.4,7.9,7.8,7.5,8.6,7.7,7.8,6.2,7.4,6.5,8.8,7.8,7.7,8.3,,,,0.68,6.9,6.8,1,0
PS45657,1.0,8.7,9.3,7.2,7.3,8.0,*,*,*,8.0,9.5,8.1,9.4,8.6,7.2,1.0,7.5,1.0,7.4,7.6,7.8,7.9,7.8,,6.3,8.2,,,,,8.1,8.1,,,,0.71,6.3,7.1,1,1
PS45666,1.0,9.2,8.7,8.2,7.5,8.5,7.0,7.1,6.3,7.9,8.8,7.8,8.5,7.6,6.8,9.5,7.5,1.0,7.0,7.7,8.0,8.0,7.6,,8.0,7.3,,,,,9.2,8.4,,,,0.66,5.3,6.9,3,0
PS45673,7.8,8.4,8.0,7.5,8.1,8.1,7.3,7.8,6.7,7.3,9.6,8.2,8.4,6.9,6.9,9.5,1.0,7.5,8.0,7.4,6.8,8.8,7.6,8.6,8.1,7.0,8.4,8.2,8.9,7.5,6.6,7.6,,,,0.84,5.1,5.8,1,1
PS45680,6.3,7.2,9.8,7.5,7.7,8.9,*,*,7.6,7.2,8.1,8.3,6.6,7.7,5.9,1.0,7.3,7.5,5.9,6.5,6.8,6.5,7.3,6.7,5.7,5.8,6.7,6.6,7.8,6.7,7.8,7.2,,,,0.81,5.8,6.1,2,1
PS45701,1.0,7.7,6.5,7.8,6.7,7.5,*,*,*,8.7,9.4,7.0,7.2,6.8,6.6,8.7,8.5,7.0,5.6,5.6,7.3,6.7,8.4,6.7,7.8,5.7,7.2,6.8,8.3,7.1,7.9,8.1,,,,0.66,7.0,6.1,3,1
PS45714,6.8,7.1,5.7,6.2,7.6,7.6,5.4,6.2,7.7,6.2,7.8,6.5,6.2,6.9,7.0,8.5,7.5,9.0,6.1,5.7,7.4,6.9,8.4,5.3,8.4,7.5,5.2,5.8,7.6,5.4,7.2,6.6,,,,0.81,5.4,7.3,1,0
PS45717,1.0,9.0,7.3,5.8,8.2,9.2,2.8,,,,6.2,7.1,7.2,7.9,8.0,7.5,5.8,7.5,5.6,5.5,6.3,7.1,6.5,6.6,6.3,6.5,6.2,6.0,6.8,6.0,6.2,7.8,,,,0.73,5.6,5.6,1,0
PS45775,9.0,7.5,7.0,5.7,7.9,8.0,*,*,7.7,7.4,6.6,6.1,7.8,8.9,6.9,1.0,7.0,9.0,5.8,7.6,7.5,7.6,8.4,7.5,7.1,7.6,6.2,6.2,7.3,5.7,6.6,6.7,,,,0.82,5.4,7.5,2,0
PS45798,8.0,7.3,,5.7,6.3,7.2,6.7,6.7,4.4,,9.2,7.2,6.2,6.2,5.4,8.2,6.0,5.5,4.5,5.2,5.7,6.0,6.2,5.5,5.8,7.3,5.4,1.4,6.2,5.7,6.2,5.4,,,,0.69,5.5,6.2,1,1
PS45799,6.0,8.1,5.3,8.8,2.7,7.6,6.8,7.1,3.9,,7.2,7.4,6.5,7.0,5.0,8.7,5.0,6.3,5.5,5.5,4.8,7.8,7.4,7.3,5.9,6.5,5.9,5.7,6.7,3.5,1.0,5.9,,,,0.52,5.4,7.4,3,1
PS45804,8.0,8.9,6.7,8.5,7.8,8.2,6.6,6.3,6.9,7.0,9.4,7.8,8.4,7.6,7.6,8.0,8.5,1.0,8.6,7.7,8.2,9.1,1.0,8.9,8.0,7.9,8.6,8.5,8.5,8.3,8.7,8.3,,,,0.76,5.3,6.0,1,1
PS45813,8.0,8.3,8.5,8.2,6.4,7.7,7.2,7.8,7.8,8.3,8.0,7.4,8.9,7.5,6.8,9.5,1.0,5.0,7.0,7.6,6.0,6.9,8.3,6.9,7.2,7.1,7.9,6.1,8.4,6.1,7.1,7.7,,,,0.79,7.5,6.9,3,1
PS45818,9.5,8.5,6.3,6.2,7.1,7.1,5.8,,,,7.1,6.2,7.3,7.1,5.0,6.5,7.5,1.0,5.8,5.0,6.4,5.6,6.2,5.4,5.7,,6.0,4.6,5.6,5.1,6.1,,,,,0.68,5.6,5.4,2,1
PS45820,5.3,8.6,7.7,5.3,7.6,7.9,7.5,7.9,7.2,7.6,7.3,6.8,7.2,7.5,5.7,7.8,9.5,5.4,6.0,6.4,6.3,7.1,,7.0,4.3,,3.4,5.9,,5.5,6.4,6.6,,,,0.71,6.4,5.1,3,1
PS45839,9.0,8.5,5.2,7.0,5.5,7.5,6.0,6.6,,,6.8,6.6,6.6,6.8,5.7,7.0,5.2,5.8,5.6,5.0,5.5,6.7,8.0,6.4,6.3,6.2,5.5,5.8,8.0,5.2,6.1,6.0,,,,0.81,6.4,6.0,3,1
PS45852,9.0,8.5,5.2,7.0,5.5,7.5,6.0,6.6,,,6.8,6.6,6.6,6.8,5.7,7.0,5.2,5.8,5.6,5.0,5.5,6.7,8.0,6.4,6.3,6.2,5.5,5.8,8.0,5.2,6.1,6.0,,,,0.45,6.6,6.5,1,0
PS45871,9.3,8.6,8.0,8.7,7.6,8.3,7.8,6.7,6.7,7.2,8.2,8.2,9.7,7.3,7.2,1.0,8.0,9.5,6.4,7.3,6.7,8.4,6.6,,7.5,6.7,,,,,8.6,8.3,,,,0.70,6.3,6.3,2,0
PS45961,1.0,8.6,7.8,7.8,7.6,7.5,8.1,7.4,6.8,7.1,8.7,7.5,7.3,6.5,5.8,9.5,7.0,8.0,5.1,5.9,7.9,6.8,9.8,6.6,7.3,8.3,6.4,5.7,7.8,6.2,7.1,8.4,,,,0.67,5.7,7.2,1,0
PS46006,1.0,9.3,8.3,6.7,8.3,7.9,6.4,6.1,5.8,5.7,8.9,8.0,7.5,8.6,7.1,9.7,1.0,7.6,7.9,7.6,7.2,6.6,8.8,7.5,6.7,8.7,9.1,8.3,8.2,7.9,8.2,8.2,,,,0.78,5.6,7.4,2,0
PS46023,8.5,6.6,,5.7,1.3,7.6,5.3,,,,6.0,6.3,6.2,6.0,5.1,,,,3.1,2.4,0.7,5.1,5.8,6.0,0.5,,,,,,,,,,,0.57,2.1,2.2,7,2
PS46042,8.0,8.4,6.5,6.0,7.0,8.2,5.9,5.3,4.7,,7.8,5.8,5.8,6.8,6.3,7.8,5.3,5.0,5.1,3.1,6.4,5.7,7.4,5.4,4.5,5.2,5.6,6.0,,,3.7,0.5,,,,0.65,7.1,6.9,1,0
PS46048,8.0,8.4,6.5,6.0,7.0,8.2,5.9,5.3,4.7,,7.8,5.8,5.8,6.8,6.3,7.8,5.3,5.0,5.1,3.1,6.4,5.7,7.4,5.4,4.5,5.2,5.6,6.0,,,3.7,0.5,,,,0.74,6.3,5.0,1,0
PS46066,8.0,9.3,6.8,7.8,8.3,8.1,6.6,6.5,6.5,5.7,9.3,8.2,8.2,8.3,8.4,7.3,1.0,7.6,8.2,7.8,7.4,5.6,8.8,8.2,7.0,7.4,9.4,8.3,8.4,7.8,6.0,7.8,,,,0.73,5.0,5.0,1,1
PS46067,8.2,7.8,6.8,7.0,6.8,7.3,6.7,6.7,6.8,6.5,7.8,6.6,7.2,6.5,5.1,8.5,8.8,6.0,6.2,7.7,3.9,5.3,6.5,5.7,6.0,7.6,6.8,7.0,7.3,5.9,,2.2,,,,0.66,6.7,7.1,1,0
PS46081,8.2,7.8,6.8,7.0,6.8,7.3,6.7,6.7,6.8,6.5,7.8,6.6,7.2,6.5,5.1,8.5,8.8,6.0,6.2,7.7,3.9,5.3,6.5,5.7,6.0,7.6,6.8,7.0,7.3,5.9,,2.2,,,,0.78,7.4,5.5,3,0
PS46092,7.8,8.6,7.5,5.7,7.6,7.9,5.8,5.6,5.7,6.2,7.6,7.6,6.6,8.0,5.9,8.7,1.0,5.4,5.8,7.3,7.3,7.2,7.0,6.3,6.1,8.0,7.6,8.2,7.5,6.6,7.0,3.0,,,,0.70,5.0,6.8,3,1
PS46172,7.8,8.6,7.5,5.7,7.6,7.9,5.8,5.6,5.7,6.2,7.6,7.6,6.6,8.0,5.9,8.7,1.0,5.4,5.8,7.3,7.3,7.2,7.0,6.3,6.1,8.0,7.6,8.2,7.5,6.6,7.0,3.0,,,,0.67,6.0,5.6,3,0
PS46200,7.0,9.2,6.8,7.8,7.7,7.6,5.8,5.7,6.0,7.0,7.0,6.3,6.6,7.6,6.5,7.7,5.4,6.0,7.0,6.9,8.2,7.5,8.3,8.0,5.8,6.5,6.2,6.4,6.1,5.9,5.0,6.3,,,,0.69,7.0,5.4,3,1
PS46322,6.8,7.1,7.3,,6.7,,,,,,6.8,6.7,1.6,7.3,5.7,,7.6,,,,,3.1,0.5,5.5,,,,,,,,,,,,0.71,5.5,5.5,3,1
PS46368,6.8,7.1,7.3,,6.7,,,,,,6.8,6.7,1.6,7.3,5.7,,7.6,,,,,3.1,0.5,5.5,,,,,,,,,,,,0.81,5.2,6.8,3,1
PS46375,5.5,7.7,5.7,7.3,6.6,7.4,6.0,4.8,,,6.3,8.1,7.6,8.9,8.8,7.7,8.0,6.1,6.6,7.8,6.0,6.8,8.0,7.1,6.1,6.8,5.7,7.0,5.9,6.3,5.6,5.8,,,,0.77,7.0,5.8,3,0
PS46377,6.5,7.7,7.0,6.5,8.2,,7.4,6.7,7.2,7.3,7.3,6.5,6.8,8.7,6.8,7.3,0.1,,6.4,6.8,6.6,7.3,8.6,6.7,6.2,6.6,6.5,6.0,7.2,5.8,6.9,5.8,,,,0.80,6.1,6.2,1,0
PS46405,7.0,9.4,8.8,9.0,7.5,8.1,6.6,6.9,6.8,6.8,9.2,7.6,9.7,8.1,6.2,9.7,9.5,9.5,7.8,7.9,7.1,7.5,6.5,5.9,6.3,5.9,8.5,7.6,7.2,8.2,5.6,7.8,,,,0.79,6.9,6.7,2,1
PS46431,8.0,8.8,,7.5,,6.5,7.6,6.1,6.8,6.6,8.0,7.9,7.7,8.4,6.6,,7.0,1.0,,7.4,7.7,,,,,7.3,,,,,,,,,,0.81,6.1,7.1,1,1
PS46461,8.0,7.9,8.0,5.8,6.1,6.1,7.3,7.1,6.0,6.8,8.4,7.2,7.2,7.8,6.7,8.5,6.1,7.5,7.9,7.0,7.8,7.6,8.1,,7.1,6.9,,,,,8.3,7.6,,,,0.85,5.4,5.4,2,1
PS46550,8.0,7.9,8.0,5.8,6.1,6.1,7.3,7.1,6.0,6.8,8.4,7.2,7.2,7.8,6.7,8.5,6.1,7.5,7.9,7.0,7.8,7.6,8.1,,7.1,6.9,,,,,8.3,7.6,,,,0.59,6.5,7.3,1,1
PS46571,1.0,7.6,7.2,9.2,7.2,7.2,6.6,6.8,6.4,,8.3,6.7,7.0,,5.3,8.0,,5.0,,,,5.8,5.0,7.3,5.0,7.5,5.8,5.7,7.5,5.9,,,,,,0.39,6.5,3.9,2,0
PS46582,1.0,8.8,7.3,8.0,6.9,7.4,7.5,6.5,7.7,7.6,7.4,6.4,6.5,8.1,6.3,7.5,9.2,7.5,7.4,7.2,6.5,7.1,6.6,7.2,7.0,6.8,5.8,8.5,7.3,7.4,7.1,6.7,,,,0.69,5.7,6.4,3,0
PS46590,1.0,9.0,6.0,6.0,7.1,7.3,6.6,7.2,6.7,6.7,8.0,7.3,7.0,6.3,7.1,7.2,8.6,6.0,6.7,7.4,7.8,6.1,6.8,7.3,5.7,5.7,6.8,7.9,6.9,6.9,6.6,6.8,,,,0.68,7.0,7.4,3,1
PS46595,8.9,8.5,9.0,8.7,6.9,7.3,*,*,7.7,6.8,7.3,6.4,7.1,8.9,7.5,1.0,9.5,9.9,6.7,6.8,7.9,6.9,6.8,8.2,7.8,7.4,9.1,7.8,7.7,8.4,8.1,7.9,,,,0.78,7.4,6.4,2,1
PS46613,8.9,8.5,9.0,8.7,6.9,7.3,*,*,7.7,6.8,7.3,6.4,7.1,8.9,7.5,1.0,9.5,9.9,6.7,6.8,7.9,6.9,6.8,8.2,7.8,7.4,9.1,7.8,7.7,8.4,8.1,7.9,,,,0.75,6.2,6.5,3,1
PS46615,9.9,8.8,8.7,7.7,5.8,7.4,7.0,6.4,6.3,7.0,7.7,6.4,6.7,6.8,6.5,9.2,8.0,6.1,6.0,7.4,7.6,6.6,6.8,7.6,5.4,6.7,6.8,7.1,6.7,6.2,7.5,7.6,,,,0.73,6.3,6.3,2,1
PS46664,9.0,8.6,9.0,6.8,7.0,7.5,*,*,6.4,6.6,6.7,5.8,5.8,7.4,7.5,7.5,7.8,5.5,5.3,6.8,7.5,6.3,6.8,7.2,5.8,5.4,7.7,7.4,6.1,6.7,6.3,7.9,,,,0.82,5.7,6.7,2,1
PS46742,1.0,8.9,9.0,7.2,7.1,7.9,7.3,7.6,8.0,8.5,7.6,7.3,7.4,9.1,6.6,9.2,9.5,7.1,8.3,7.1,7.2,7.2,5.6,7.7,6.3,7.6,5.9,7.9,6.8,6.1,6.3,8.0,,,,0.83,5.2,6.8,1,1
PS46771,8.0,8.5,6.5,7.8,6.9,7.0,5.1,,,,7.9,6.4,4.7,6.2,5.5,8.7,5.3,7.5,5.3,6.4,6.6,6.1,8.5,5.4,5.6,6.9,6.1,5.2,6.6,5.2,6.8,5.1,,,,0.65,5.8,7.0,2,1
PS46811,6.2,8.2,1.0,7.3,5.1,1.9,,,,,6.2,5.9,5.7,6.4,,1.0,,5.8,3.1,,3.5,5.4,7.5,5.2,3.6,1.8,,,,,,,,,,0.46,3.6,7.3,3,4
PS46813,8.4,7.8,1.0,5.8,2.7,,,,,,6.0,5.6,5.7,6.5,,1.0,0.4,6.0,3.1,,3.5,5.5,8.2,5.3,3.6,,,,,,,,,,,0.55,4.7,4.0,3,4
PS46837,,8.5,8.8,8.5,,8.3,6.6,6.1,6.8,7.3,6.7,8.0,7.8,7.0,5.9,9.5,6.5,1.0,6.2,5.3,8.0,6.2,8.6,6.3,,8.6,7.2,,2.3,6.5,6.2,,,,,0.73,7.0,6.4,2,1
PS46989,7.8,8.7,7.8,5.8,7.0,6.9,7.2,6.7,6.5,6.8,9.2,7.4,7.1,8.0,7.5,8.0,9.4,8.0,6.1,7.3,6.7,7.0,8.7,6.4,5.8,6.5,9.1,8.4,9.3,6.6,7.1,6.7,,,,0.83,6.7,5.4,1,0
PS47261,9.5,9.2,7.7,,8.0,8.2,7.2,7.4,7.4,,8.9,9.1,8.6,9.1,9.1,1.0,9.9,5.8,9.2,9.4,8.5,,,,,,,,,,,,,,,0.94,8.4,8.5,0,0
PS47275,7.9,6.6,1.0,5.0,6.7,6.9,7.0,6.5,,,5.8,6.1,5.9,6.6,5.8,1.0,0.3,,,,,,,,,,,,,,,,,,,0.80,5.2,7.5,1,1
PS47290,7.8,7.2,8.5,,6.2,7.8,*,*,*,7.6,6.0,6.8,7.3,8.1,7.5,9.8,6.3,6.6,6.8,8.0,7.7,,,,,,,,,,,,,,,0.73,5.3,5.7,2,1
PS47306,0.7,2.7,,,1.4,3.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,4.5,3.0,4,1
PS47309,7.7,7.6,7.5,,7.1,8.0,7.2,7.6,7.8,,5.4,7.2,7.2,7.5,7.8,9.5,6.2,5.6,7.5,9.1,8.5,,,,,,,,,,,,,,,0.71,5.2,5.8,1,0
PS47318,8.2,7.6,7.3,,6.6,6.8,6.5,7.2,7.4,,7.0,7.2,8.3,7.2,7.1,9.7,5.3,7.3,5.9,8.4,8.2,,,,,,,,,,,,,,,0.68,6.3,6.5,2,0
PS47337,9.9,7.8,8.2,,7.0,7.9,6.0,6.3,6.4,,5.7,8.0,6.5,7.3,6.9,9.7,5.8,7.6,7.3,9.1,7.8,,,,,,,,,,,,,,,0.68,5.0,7.1,3,0
PS47346,8.4,7.4,8.2,,6.5,6.9,7.1,7.0,7.5,,7.1,7.0,7.2,6.9,6.6,1.0,6.2,6.4,6.4,8.5,7.3,,,,,,,,,,,,,,,0.81,7.4,6.6,1,1
PS47353,9.0,7.1,7.8,,7.7,5.9,6.6,6.7,6.4,,5.2,8.1,8.3,9.2,9.1,1.0,8.7,9.0,8.6,9.2,8.7,,,,,,,,,,,,,,,0.73,7.2,6.9,2,0
PS47368,8.5,6.3,7.3,,6.1,7.6,*,*,4.8,,5.7,6.8,6.6,6.7,6.0,9.5,5.2,4.6,5.8,8.2,7.4,,,,,,,,,,,,,,,0.72,6.9,5.5,3,0
PS47376,9.4,8.1,8.7,,6.3,8.4,7.0,7.1,7.8,,7.0,8.3,8.3,8.8,8.2,9.7,8.8,8.8,8.5,9.0,7.8,,,,,,,,,,,,,,,0.85,7.7,8.7,0,0
PS47378,1.0,9.2,9.3,,6.8,8.7,8.5,7.8,7.9,,8.6,8.9,8.4,9.3,8.8,9.8,6.6,8.3,8.3,9.3,8.4,,,,,,,,,,,,,,,0.92,7.7,7.7,1,0
PS47415,1.0,9.0,8.2,7.7,7.6,8.7,7.9,6.9,7.2,,8.8,9.0,8.7,9.4,8.9,9.3,8.8,8.0,9.4,8.8,9.1,,,,,,,,,,,,,,,0.92,8.1,9.3,0,0
PS47419,9.6,8.1,7.5,*,7.8,8.4,7.0,6.9,5.9,,8.4,7.4,8.1,7.7,8.3,9.8,7.8,6.8,7.0,7.7,7.8,,,,,,,,,,,,,,,0.79,7.1,6.7,3,0
PS47503,1.0,9.5,8.0,8.5,8.4,8.7,8.3,7.6,7.0,,9.3,1.0,9.0,9.4,9.0,1.0,9.3,1.0,9.3,9.0,8.8,,,,,,,,,,,,,,,0.80,6.6,6.9,1,1
PS47541,1.0,7.5,6.8,8.2,7.8,,8.6,1.1,,,9.3,7.6,8.1,8.2,7.6,5.7,7.3,,7.1,4.8,4.6,,,,,,,,,,,,,,,0.65,5.8,5.4,3,1
PS47551,,9.2,*,*,*,,*,*,*,*,,8.4,8.5,7.9,8.4,*,9.1,6.8,7.9,9.3,*,,,,,,,,,,*,*,,,,0.92,8.8,8.4,1,0
PS47574,7.2,8.6,6.5,7.3,7.3,6.2,7.2,6.3,6.8,,6.1,7.1,6.1,5.5,6.9,5.8,,1.0,3.0,3.0,3.8,1.8,0.2,,6.1,3.2,3.4,3.4,3.7,3.0,1.0,,,,,0.45,3.6,3.9,4,3
PS47581,1.0,8.2,7.3,5.8,6.6,7.9,7.9,7.7,7.9,,6.6,8.2,7.3,8.0,7.6,8.8,6.3,6.0,8.3,7.1,7.5,,,,,,,,,,,,,,,0.78,5.4,5.4,1,1
PS47622,1.0,8.5,6.3,6.8,*,6.5,9.7,8.7,9.0,8.9,7.2,7.4,7.5,7.2,5.7,8.5,5.3,5.8,5.7,6.9,*,6.1,6.4,6.2,6.2,7.3,6.1,6.1,6.5,5.4,9.3,*,,,,0.77,6.1,7.1,1,0
PS47657,9.5,9.5,1.0,8.2,7.5,7.2,7.4,7.4,,,5.9,7.3,6.6,7.5,7.4,,7.5,,6.7,,,,,,,,,,,,,,,,,0.84,5.3,6.0,2,1
PS47683,1.0,9.3,8.2,7.3,8.0,8.5,8.7,8.1,7.8,,9.5,9.5,8.3,8.9,9.2,1.0,9.8,1.0,9.4,9.0,9.1,,,,,,,,,,,,,,,0.82,5.6,7.3,1,1
PS47719,1.0,9.3,,5.8,5.7,7.5,6.8,1.1,,,8.4,6.7,1.9,3.5,4.6,6.0,,,,,,,,,,,,,,,,,,,,0.68,5.7,7.4,2,0
PS47727,8.0,9.4,7.8,6.5,7.8,8.3,6.9,,,,8.3,6.0,2.0,3.9,6.5,7.8,5.0,5.4,5.9,7.2,6.9,,,,,,,,,,,,,,,0.77,5.7,6.7,1,0
PS47768,,,,5.8,3.4,8.4,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,0.46,2.8,3.1,7,2
PS47803,1.0,9.1,7.2,7.0,7.7,8.7,7.7,7.2,7.5,,9.0,8.7,8.4,9.0,8.6,1.0,9.6,7.0,8.2,9.0,8.9,,,,,,,,,,,,,,,0.84,5.8,6.5,3,0
PS47826,8.6,7.7,,,7.6,6.8,6.5,6.4,,,7.9,8.6,8.1,7.8,8.2,,6.8,5.4,7.8,6.9,7.7,,,,,,,,,,,,,,,0.68,5.6,6.1,1,0
PS47855,7.3,9.1,,7.7,7.5,,6.5,7.9,,,8.6,5.9,8.3,9.0,9.5,,,,,,,,,,,,,,,,,,,,,0.71,6.8,6.1,3,1
PS47874,9.4,9.1,,7.3,8.5,,7.7,6.3,,,8.6,6.9,7.2,7.2,7.2,,,,,,,,,,,,,,,,,,,,,0.82,5.3,5.1,1,1
PS47896,8.4,,,6.2,8.2,,7.8,4.5,,,5.2,3.4,3.7,3.5,0.4,,,,,,,,,,,,,,,,,,,,,0.69,6.5,7.4,1,0
PS47947,5.6,7.6,,6.8,7.8,,5.6,,,,6.6,5.7,7.2,6.3,6.5,,,,,,,,,,,,,,,,,,,,,0.77,7.1,5.9,2,0
PS47961,5.1,8.4,,6.5,7.1,,6.2,7.6,,,7.0,5.9,7.7,,7.1,,,,,,,,,,,,,,,,,,,,,0.73,6.8,7.1,3,1
PS47986,1.0,9.2,,*,7.8,,7.2,7.7,,,9.2,8.1,8.5,7.9,9.2,,,,,,,,,,,,,,,,,,,,,0.67,5.3,7.2,2,1
PS47994,1.0,9.6,,8.8,8.0,,6.9,6.7,,,9.4,6.9,8.1,7.3,7.1,,,,,,,,,,,,,,,,,,,,,0.81,6.9,6.8,2,0
PS48023,9.4,8.8,,7.8,7.6,,7.7,7.9,,,7.5,5.7,8.3,6.9,7.1,,,,,,,,,,,,,,,,,,,,,0.89,7.2,7.0,1,0
PS48030,1.0,9.1,,*,7.8,,8.1,7.7,,,8.5,6.6,7.5,7.1,7.3,,,,,,,,,,,,,,,,,,,,,0.44,6.5,4.4,2,1
PS48034,5.9,8.8,,6.7,7.6,,5.2,,,,7.5,5.1,7.4,6.5,6.4,,,,,,,,,,,,,,,,,,,,,0.84,7.4,4.9,1,1
PS48043,1.0,8.9,,7.5,7.9,,7.4,7.1,,,8.9,7.3,7.5,6.9,6.6,,,,,,,,,,,,,,,,,,,,,0.72,7.3,6.0,1,1
PS48045,8.0,9.4,,8.0,8.0,,7.3,7.0,,,9.2,7.7,8.2,8.3,7.1,,,,,,,,,,,,,,,,,,,,,0.99,8.1,7.6,1,0
PS48061,6.5,8.9,,8.7,7.9,,7.0,7.7,,,9.2,8.0,8.4,8.6,8.8,,,,,,,,,,,,,,,,,,,,,0.96,7.6,7.9,0,0
PS48063,6.9,8.7,,5.3,7.8,,7.1,7.0,,,7.2,6.5,7.6,7.5,8.0,,,,,,,,,,,,,,,,,,,,,0.78,5.5,6.5,3,0
PS48089,5.1,,,,7.8,,,,,,,5.9,7.0,7.3,5.9,,,,,,,,,,,,,,,,,,,,,0.72,6.3,6.1,2,1
PS48141,8.3,8.5,,6.2,7.4,,5.5,4.8,,,7.1,5.4,7.3,6.5,5.9,,,,,,,,,,,,,,,,,,,,,0.81,6.9,7.1,2,1
PS48147,6.9,8.2,,6.5,7.3,,5.1,,,,6.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,0.81,6.5,7.4,1,1
PS48179,1.0,9.1,,6.5,7.9,,*,*,*,8.6,8.4,6.6,7.2,7.6,7.9,,,,,,,,,,,,,,,,,,,,,0.66,7.2,6.1,3,1
PS48202,1.0,8.5,,6.8,8.5,,6.4,6.9,,,8.1,6.5,7.7,7.6,6.5,,,,,,,,,,,,,,,,,,,,,0.75,6.7,7.0,1,0
PS48223,7.4,8.1,,6.0,7.5,,5.9,1.1,,,6.6,5.6,7.4,7.2,5.0,,,,,,,,,,,,,,,,,,,,,0.73,7.1,6.5,1,1
PS48280,1.0,8.6,,8.7,8.2,,6.8,6.5,,,9.1,7.5,8.3,8.0,7.9,,,,,,,,,,,,,,,,,,,,,0.82,6.9,6.4,1,1
PS48282,6.3,9.1,,7.8,7.7,,6.8,6.8,,,7.8,5.8,8.1,7.5,7.7,,,,,,,,,,,,,,,,,,,,,0.81,5.1,7.3,1,1
PS48320,5.9,9.3,,7.7,8.7,,8.1,7.1,,,8.5,6.7,8.8,7.3,6.9,,,,,,,,,,,,,,,,,,,,,0.77,5.4,5.2,1,0
PS48348,5.0,2.3,,7.7,6.6,,3.0,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.60,4.2,2.0,5,4
